item_id,sample_id,task,target,choice_count,character_count,input_sha256,normalized_sha256
KUAKE-QQR:dev-24498,dev-24498,KUAKE-QQR,语义无直接关联,4,83,d57141ee3347c9c52056f50d183dadff888ec440afffc5db2ee6b7527a4b6876,cdefc6f07bc8622fdb87574b0d3b6373a9c43c283d89e1ef14efb27bc1792cc5
KUAKE-QQR:dev-24562,dev-24562,KUAKE-QQR,语义无直接关联,4,86,46b62fdc6f638f400b519752becc062529463ba17bab0756412337d2dde251a7,bdc8ee9db8860daac17d3df01743799b6564e2283e1028b21d9760375a1ec2d5
KUAKE-QQR:dev-24605,dev-24605,KUAKE-QQR,语义无直接关联,4,97,a13bd2f51af6aa34fc1a379179978f814bf8408e5d28e12093bccdade4d164f6,4c0fed4963ebd3789499014d28d6b74d52aaffb4c8a81aae981b05c67d29ec92
KUAKE-QQR:dev-24609,dev-24609,KUAKE-QQR,语义无直接关联,4,89,f9e2789291a6ee419d68cf48d6a3f4a571c70b7ac1481e04acdcd626c3181f4c,c2a5e3aa61f07ef233551a121117a4fac66513637dee0c820a3c8d953ef865a5
KUAKE-QQR:dev-24826,dev-24826,KUAKE-QQR,语义无直接关联,4,86,86a6e40658ee1222601b08a0eac6efed7b5ddfe39a5fa9c951e47d1f61326fb7,55e76693373f266fadf08bb1b97ac19b87527e5b32c2135785a0c335a72f5933
KUAKE-QQR:dev-24893,dev-24893,KUAKE-QQR,完全一致,4,96,9c3f424f2f4c568637ec6ce42ff520627f9dcad34776676b5cb519343b87f929,88908b8b31dde61d95f19ef1b4d7da7f78ec0968dd3ae9b75987c34c66aa886e
KUAKE-QQR:dev-2495,dev-2495,KUAKE-QQR,后者是前者的语义父集,4,105,9c646159d2520bdef429c87c1e879bc9f621c8c6d67725264b2b0efb2aa1176f,4b864746ec151f80304606d60d3bed8a6d142fdc74243a94ddb911f191fd9cb8
KUAKE-QQR:dev-24981,dev-24981,KUAKE-QQR,后者是前者的语义父集,4,79,2b4c6796a07def87ea18b43b1509f0826e733ab4e3d68c74b286d01a61e4a040,2c6afee4194534959919002e2653a2b2cde4ba26d7620021939616eb14f47418
KUAKE-QQR:dev-25078,dev-25078,KUAKE-QQR,语义无直接关联,4,91,635da7cef2e986d7a5833efb97586a0ef6124f71811a1963d23d594b0813094a,7b8013dfcd3ed77e38bd1248764e380d0565ba26ea558a4f4f876d3aeb5c7f28
KUAKE-QQR:dev-25125,dev-25125,KUAKE-QQR,后者是前者的语义父集,4,76,644930318ba27a25dd00d540a64516e03d89b53064d952c443f4fb04dfc0ea38,550f51db1e6ed5122f483bb1f0fa4458e4bc7e39970efaf9c874ed1b8b991564
KUAKE-QQR:dev-25189,dev-25189,KUAKE-QQR,后者是前者的语义子集,4,94,da3ea32b62caafaa06e5b4e94e3249fd4c613da1693a2adb4bc2f8426576e3fe,447488e14ee8a59039394f47850322c87fab96b4bf1c8899fc143129eeaa84a5
KUAKE-QQR:dev-25335,dev-25335,KUAKE-QQR,后者是前者的语义父集,4,91,d538a4b81899f7a39e40015600121a230698666b420cb0b6d32b59925a7ff72a,35264e6a0a60bbd0a74cc23956476da22da2b0937ebc092cc39f62bd72b3a805
KUAKE-QQR:dev-25822,dev-25822,KUAKE-QQR,后者是前者的语义父集,4,92,e0ef759d651913d6c8b5b82cdc24342a99b54c23b3673d6ab7ffa07fa369ccbe,763cd4bdf2fd2e3da11b642ac16a68401f8e8f85115fcf94a50acad9e2ea44ba
KUAKE-QQR:dev-25875,dev-25875,KUAKE-QQR,后者是前者的语义父集,4,77,22b1bbca753ba5c670c7db4dace92cd671ea0153060c279f41a5133b317e0bc7,53017e6b59ec15b9f2f4ae139c47bb68359579646bd1659ba786c2b8ff26c54d
KUAKE-QQR:dev-25882,dev-25882,KUAKE-QQR,后者是前者的语义父集,4,88,097e57728b6e8c56b47336ee079c36026ee893a3950997a19057bde23838b474,3544e91eaa5e2699134c550484ca5ccf1f8789fffe525114e4fd99270b3afe73
KUAKE-QQR:dev-26039,dev-26039,KUAKE-QQR,后者是前者的语义父集,4,101,fa76d96ed9e97e51f056a43f9d38ff19237be0687c8739913f7c8163ba6b88dd,eceada8cadc6a1e15fe3461e1fa42b8bf0e8b5cd61149d61b0158a54de032271
KUAKE-QQR:dev-26047,dev-26047,KUAKE-QQR,后者是前者的语义父集,4,86,b3894806da1c463971c85c32e9cfd56f47113bacf3e243f7b6c964c55f6f04dd,240b1b43636e80b93855c503f51d6e9d52e47ab7ad33112e7c4d3973c8257cc0
KUAKE-QQR:dev-26082,dev-26082,KUAKE-QQR,语义无直接关联,4,86,f15c8d7620d4f0c65291ba072de862613ae40729a93618403064821ad156be5c,de6d73e43cf32708fcf1b092958f433a05263d1d99116a20c092f915da3ac86d
KUAKE-QQR:dev-26163,dev-26163,KUAKE-QQR,语义无直接关联,4,78,72dadd1ccf822164e048b29ee82cddeea1292e51ebfa031ca8a36372312107d0,bc9518c54d070a3c70c4a0c9ab11e342f5853ddad4f984fb7a183c4d7fc91ac0
KUAKE-QQR:dev-2620,dev-2620,KUAKE-QQR,完全一致,4,90,dc94f2ab69e35c4f8dc3983b8438cde885956dd9326ac20f754a5acb2a8e705e,fc491aef32fd0eaf3977aac009a4bb70852087c9f7bd468594fb2e1c7181f947
KUAKE-QQR:dev-2629,dev-2629,KUAKE-QQR,完全一致,4,92,7fef11d45e85bfbecf8617081305fc080cf0fb5d55cb143fa089e0c034dd636c,157ccd05545b1ea9b3765dcba01d74014735a3a43239262b8d17ff2b8c286788
KUAKE-QQR:dev-26316,dev-26316,KUAKE-QQR,后者是前者的语义子集,4,112,649acb47018fb9017efc1391b5f2571f74b20e81f4676d70399b966a9d640e35,62b89e570fae334d24415f1a2bb1bd350a2d388d9ae8b032becf08c76ca3ad5b
KUAKE-QQR:dev-26397,dev-26397,KUAKE-QQR,语义无直接关联,4,77,9c8527503f5bdadf9ea51e6ab387c28a6792af868c161cbf84bfa863e7ab2e83,c5d8e51175e4bce324e018ec185bb5bbaf43c5460cdc5c94a02d44bbcffaaf88
KUAKE-QQR:dev-26511,dev-26511,KUAKE-QQR,语义无直接关联,4,87,a4df3f57044b0a4e2d6ec0134badded9c17d93bf3ae9b771fa0dd457936cbb6b,e7b2b627e70e0c1f5594ffb16f6545c8038ccba6e175664f5c6199af70e694ad
KUAKE-QQR:dev-26533,dev-26533,KUAKE-QQR,语义无直接关联,4,90,b0b683c2787806b5267830aafcca31c45e94ba6d80de8aaf35d21d2390d75173,ee31f923ee5510328272cc2b15a2430cd625ce34d7d27aab4d5ffe73e7d45a89
KUAKE-QQR:dev-26545,dev-26545,KUAKE-QQR,语义无直接关联,4,94,58a0f8ef25ad47f09487e106d7dcc2463a0566353d943a1edf556d44b78ec9ee,894f76d0b5533b9d2fb7beb39f631e64f674ce20bb5e6dd4da424ae9e080a976
KUAKE-QQR:dev-26548,dev-26548,KUAKE-QQR,语义无直接关联,4,90,28912e1b8676e8581216fccdeb38b244a0a21f3464cdcee2027f0ac0858555c2,2302446d3839a2fd941d1f18d419c4cf0d817cf64028d6367226134f57fb3646
KUAKE-QQR:dev-26573,dev-26573,KUAKE-QQR,语义无直接关联,4,97,479bc9a0b51be462784d64358906f51bdbbda12c3bb49e47434573fde295edc8,45c91fe1afd85fd7aa45c5af92479594320c56f1f76514439e3ab28d357097ed
KUAKE-QQR:dev-26682,dev-26682,KUAKE-QQR,语义无直接关联,4,80,e910c4f16d672816a10469377e9972af71b6952c707ec0397a135df44ae0df00,0358159fdc7bcd1f7ac7c2f31a6d99b5101e62c7b74d476e2bd8ffa368cc7532
KUAKE-QQR:dev-26956,dev-26956,KUAKE-QQR,完全一致,4,88,d2397b459ea2dbf29985eceed99e89ef07b6d99fdc1ab25dc915b94b8b226236,39ddeaa5e9dcbecab147d03085ef53e2bb14fd1e3c267bf2a7777912119c110e
KUAKE-QQR:dev-27022,dev-27022,KUAKE-QQR,后者是前者的语义子集,4,96,4e69f2ee736ccad5e804a97955e7ac42df6680e3aafe642df63bdb3d80e6591e,a629893640f5471095d74115c88cc4aff03fee8770c8220baf89b2d63f9553a0
KUAKE-QQR:dev-27192,dev-27192,KUAKE-QQR,后者是前者的语义子集,4,79,3178c26cc4352f1894827b5f3e2d05872bc9170d4bcdb69f829769e74106a90d,5fb2fb7e414783385cd8e841dbde3ee315117c9046d4887c3edc548136d11aed
KUAKE-QQR:dev-27382,dev-27382,KUAKE-QQR,语义无直接关联,4,86,dba21600de84c3f8d78412da73f9f570f2f973770e0ddc568fd73ea6a0817b60,769ce98f03b846561b7bfe512eb1753023efb1f385ee51d08ec59cc7e9ab0054
KUAKE-QQR:dev-27510,dev-27510,KUAKE-QQR,语义无直接关联,4,82,0ac30052a19603fec0f21a28494e6023a415ecb9d01c159eb381250a1f8f1840,4697f322b2e3b1a6841c11c1b2a1df661f521ec3471b50661ac9beac3de4e845
KUAKE-QQR:dev-27589,dev-27589,KUAKE-QQR,后者是前者的语义父集,4,82,f857f898fb616ed4dc302fbfd0e25f3ef3a8d12a1780c10500451325c32ee4cc,ac619bc50a58eebe91bf5806ccaba41c740990518a26bfdb5a58f3c20a2d7fb9
KUAKE-QQR:dev-277,dev-277,KUAKE-QQR,后者是前者的语义父集,4,88,72a6116ebdc226ec6f5329484d6f219796b5d5348cefd71872e348c8fabf1172,7a34bb9597df5840e5237e5e4f70fea2764d29b779dc02aabafcf1822aa6594f
KUAKE-QQR:dev-27747,dev-27747,KUAKE-QQR,语义无直接关联,4,74,dcd8d69204d4cefdca9b0019c27b7fda8dce1ee3349462183e5859e403b8d1f6,d3a44fe512e91e4b08413116a633d18f769751a26e3e64aa42d0d7834b065bec
KUAKE-QQR:dev-27827,dev-27827,KUAKE-QQR,完全一致,4,89,8c462d3cc1e2005c4d448eccf0d30ea7b1f19753c8e31008e9516343dea4d572,fee171bb6ab8d9b173c817be3c25f7bc5c1c854ab1dc6be45a6aa1e1f2c6afe4
KUAKE-QQR:dev-27866,dev-27866,KUAKE-QQR,完全一致,4,95,7c4aa0fbe7eb522da9e027bd6af58474aa9f84ea1ef5c88fe4f252c6a4af3f5b,c25b4ae8cd3f5b2ec1f28ca11a189f264d492a743a37eadb1fe7c2a38da9938a
KUAKE-QQR:dev-27882,dev-27882,KUAKE-QQR,完全一致,4,80,efe9e1dc534a92229863c96a97be07c768b71306e5a21ae34419cc0afc221d0a,a5834838c166f9e0f5bbda1f16789e20e4f52eeef7757049927ed10778ed7090
KUAKE-QQR:dev-27942,dev-27942,KUAKE-QQR,后者是前者的语义子集,4,85,4cb0ade171f1f8cfbebf0fe7de7525bab6598117bc1d4588289cfee130016f1a,5b9826616955047505006a451652d11de5b2c589dcbc1a8df1fd100e6aadd905
KUAKE-QQR:dev-27949,dev-27949,KUAKE-QQR,后者是前者的语义子集,4,88,f2105b3b32b6cfb45e6f99d71346b88dd7a2bdfeb3725f4b9951d85108ac1fd8,31817c0c5cd65e63867cf835ee09c0f8d9f684c949d9885d83efc7a9c7ae9391
KUAKE-QQR:dev-28173,dev-28173,KUAKE-QQR,语义无直接关联,4,73,cead9760ef76bbfbc65c207c00291ed782a6319f5d98fc7788d9391ef4b9ed01,5611fceffcccc703ad9bdc30884230fd36577ea5c8754fe4affe3fa218ae21bf
KUAKE-QQR:dev-28483,dev-28483,KUAKE-QQR,后者是前者的语义子集,4,84,6ad5a370f4eed806e1deb9544053ada5b10314f71c6aa74148ceb41025e69aeb,3412a1c141f3344e15cba7ff6076385b89480167dc1ccd02f2abda1cd439f006
KUAKE-QQR:dev-28579,dev-28579,KUAKE-QQR,后者是前者的语义子集,4,85,eedcd84843566544aed4fedb6d1039f6124617122d4c24eb2b3afafd3f962ffe,82e4eb8621354bc6fe02e41bc8c69d961730f21aaf54c5336288d0974d43917c
KUAKE-QQR:dev-28778,dev-28778,KUAKE-QQR,后者是前者的语义子集,4,91,5f6d2da6624f05792ac2629dd179a0c6fa9441dcec8b098a64d52fe3c4f7dccc,ba15c9d1c68d5ab6ee3d231c9f41fa37c1014bc0e67d3bfcd40f5f2088ce8ef7
KUAKE-QQR:dev-28786,dev-28786,KUAKE-QQR,后者是前者的语义子集,4,81,40bd92f9d11ced3096e36e7311d340f4233eb681de02e532a3ef685ccc65ee7a,3ea15fff6899e66779f5b6791768625412cc5f9d97677c3ca279731d3234e137
KUAKE-QQR:dev-2913,dev-2913,KUAKE-QQR,语义无直接关联,4,92,1cb469f1146dc13122d12ab13d61b95c25749fc08db45df7177de301293ade48,5c3944347d77c78bfc2d7b6e4b1a9372ecfa3ec42abee427a0d81d63b87d8c82
KUAKE-QQR:dev-29423,dev-29423,KUAKE-QQR,后者是前者的语义子集,4,109,c7a3169a2e023aa1af0785eae545a0f5ac8266326d2895a5e280ab93988e5210,b839a49d1f795a8c6d3a791250df4b7107dde4b36927b0c5aa97c790f437f36e
KUAKE-QQR:dev-29588,dev-29588,KUAKE-QQR,后者是前者的语义子集,4,97,b12e67ea62786e984390a1a9cc00a716417be795e751d00b4a93bd80bcc5439b,95ab84cf9adf021402223e8d06c91f4b303e9d2e6e1990716630edebfce5c32f
KUAKE-QQR:dev-29613,dev-29613,KUAKE-QQR,后者是前者的语义子集,4,83,f7d1de93d867283cab39e31db33b92dbb20a5bca043a7219c60e4082419896d5,6e8422c76cb87d80f6be0595d5e770e26eeba3cf5efdbe015b4386b764793abe
KUAKE-QQR:dev-29918,dev-29918,KUAKE-QQR,语义无直接关联,4,95,ac63dc598ad0ef059534efd922d11b155ad02b831f98337c43fbfe4f58694663,090fa4676879eb337ec81f19cd2a29dc33030a34aaf1cd2ea6dcb0888af9bfeb
KUAKE-QQR:dev-29931,dev-29931,KUAKE-QQR,完全一致,4,83,70fe8fee49e3a83ccccada4161495aaf7029b81ed07e8292674d231fcc669191,545ad82efa56fbc80ed1b5826c04d9f11e9403a509e67364b0c45b2e5924f567
KUAKE-QQR:dev-3005,dev-3005,KUAKE-QQR,后者是前者的语义子集,4,94,0174941f21368cc30d73e48be49fbb657c994ca0f6d95d5c52ced3bf1bc84104,bf03d7cf091e46617c640d73ce446e7dc6cb56adc4ccd397b5f207e89676b267
KUAKE-QQR:dev-30140,dev-30140,KUAKE-QQR,语义无直接关联,4,93,3a03f0f251d3fcc87b4728ef2a1853221e162d7d4a5f741eb0159b8494f1e457,feda610932fb3f301275c17cfdc725de2ac41c9a7a3fda44b86128a5b5706af5
KUAKE-QQR:dev-3016,dev-3016,KUAKE-QQR,后者是前者的语义子集,4,92,e29d0fb33908d6f4cb1c660cd00b42e243a5e5b1e0b3055a5f71ac78d69fe996,da5010ff00e01a4168eca31af98ad04444e5b473c1115914de2a6362a36ccb65
KUAKE-QQR:dev-30241,dev-30241,KUAKE-QQR,语义无直接关联,4,92,b6eef917992c2321e3f001bb431f1225a2994c844b331f2b1672058a5560e455,f85992e12708f82101c0cd96090e8b9cb0a05d3fe2d457c2c3b9f1cb94097919
KUAKE-QQR:dev-30243,dev-30243,KUAKE-QQR,语义无直接关联,4,78,e8c501c08cda113c48df0d420e0802b734215a1c95413b63684c208ca6c3a71a,38769b7be02161120d68ae6ce769d7b17d10c125a66c74b36c39feb36818bac7
KUAKE-QQR:dev-30285,dev-30285,KUAKE-QQR,语义无直接关联,4,77,ebd8bf50a92f4fbb9bd98e0ba7d6c3068b74d38dd0de7302507f4c7ab4becf36,e5125675c6175758d20522462452970b4d776e86d4778c91e45b5f432aefe900
KUAKE-QQR:dev-30315,dev-30315,KUAKE-QQR,后者是前者的语义子集,4,69,6f6706ea69c2fee55b30107e401f80760f5128db2082e85bb11e39211b78a8af,8352feeda34d9c5b1dd52b37eb99899ee173cffd375266670d06891ff826fac9
KUAKE-QQR:dev-30399,dev-30399,KUAKE-QQR,完全一致,4,79,2373b53a5edf5d35051415e39e675321c546f8e5f22fff0a0702db2ad53d5eb0,e1a7d900de5652d4535bf4162070896b756cecb50214114c4d45342c4e8b0788
KUAKE-QQR:dev-30541,dev-30541,KUAKE-QQR,后者是前者的语义子集,4,83,b85de95d7a2ec5d0513c422f13e450b65228d28b3d3701de7354688f85421545,901e79434825c9eae667576df299263f75a32a60765407c3638df0cf3f0808c8
KUAKE-QQR:dev-30899,dev-30899,KUAKE-QQR,后者是前者的语义父集,4,91,914c9853327968761002a63e394d4b3cd19ce2a1ddb09bb8b1a46a3438926d81,bbebebcd3c06e5e2a00e9a31267e5eaa825425bb1c9161192f20156c3f8b708c
KUAKE-QQR:dev-30969,dev-30969,KUAKE-QQR,后者是前者的语义子集,4,94,0a7e0d0888527fa5b5e7e78066f3c846e13af842769a42fa5ed57f02f802c9ff,75fbf914b88d6c006538aaca6f136d5c33efb6df4b1dc030b24981362269e8a1
KUAKE-QQR:dev-3106,dev-3106,KUAKE-QQR,后者是前者的语义子集,4,89,8ab57f856e831a217d11811d4483e0018ed9f864a26150318e5594770be61270,a7f623d5825676c3054635f1e5d551924af4275c9a1c75880bd97fdae5db1266
KUAKE-QQR:dev-311,dev-311,KUAKE-QQR,语义无直接关联,4,100,d818777ca252f60a5be5cfe351848e421f3af35337f67f82a64a1308b843419d,87059acc8d875208901db4ff9e52efe51da91a385db5c91786a48f9bfbe9a961
KUAKE-QQR:dev-31165,dev-31165,KUAKE-QQR,完全一致,4,89,40507030793569351951a0cf02c705540940cabdadfe7a9852217ea573629098,4de2470e49dd909b1741046bb99629e8d1e0e0afce015d27dfc113fc9d959a1f
KUAKE-QQR:dev-31226,dev-31226,KUAKE-QQR,完全一致,4,100,4cf77c76297071c4678180c730bb2e7d002351e355832c5da55027fb5bc4ca63,e0662c6fac5b904e07a08b5970a507e271fe70342d1e73ca12b9be3f0f57f22f
KUAKE-QQR:dev-31250,dev-31250,KUAKE-QQR,完全一致,4,102,e9eaae3a04e0010c1cf2ba325082b64ddc66816275d07a7ddc78658d3298cdcb,3a24f22ad01349d5e1cf0280f044db1d34558e2dfc3d5229096a075b476a15fc
KUAKE-QQR:dev-31256,dev-31256,KUAKE-QQR,完全一致,4,97,3848f0522ff6e6745a33436168b4ed9ca3e2b03a5c572974d5cddd73dc6d0188,0b97058a4c28133b2fefdeef5bb9908fc73b9ad3b7e2dbf06ae2bd90ce241592
KUAKE-QQR:dev-31313,dev-31313,KUAKE-QQR,完全一致,4,82,a0580e7cbded9df59e3734027823e9e7f742e7a063af3211478dff6359b9df4e,ebed4cc6e3d17e29c9da6750420b5ec4e8ae9c947c50ffa8e47d4f2dd7d988e7
KUAKE-QQR:dev-31340,dev-31340,KUAKE-QQR,完全一致,4,90,0993a1fcb76a6015120c590f91ddfc034d61d7ae2125c0c4a40a534a55d2ac69,2c61a15ede7d52492bf8a23ab9f2fd74d5943f2795147ae9b6cf28e215e1052f
KUAKE-QQR:dev-31615,dev-31615,KUAKE-QQR,后者是前者的语义父集,4,80,44b1dba65b110c3839c4373c21f3a6be45f589967ac75198900362ae4a9a782e,852e881254677c23eb25ca3902550fca4b82e2d5d2e4b515e83bb23698d49a63
KUAKE-QQR:dev-31633,dev-31633,KUAKE-QQR,后者是前者的语义父集,4,84,32ea9afeaea1f1b1869dbcac3a03f111ddac1ad45b537332fa66c2c8d270e05a,586c17fcc9b61ebc94f34dfe37375b44600f9ba6e65a57903fcbd8d6a7f13683
KUAKE-QQR:dev-31905,dev-31905,KUAKE-QQR,语义无直接关联,4,79,5621204c7806826431957e4d55d70caab72924613c505d2ec1fb96f93019eed1,6b69dd08e95afd9cbfe7ddc7d300025f57cfe270929904d219e977ef85ae214e
KUAKE-QQR:dev-3191,dev-3191,KUAKE-QQR,语义无直接关联,4,105,a965319fd402f8236ef3237dd6b1e786b5d0b3a63a3bc4a2ee705538f00b66f1,a30f5d2314f30b9730e73f4d3676248de3e967844e2eb4b1cb897f4b4d943e04
KUAKE-QQR:dev-32065,dev-32065,KUAKE-QQR,完全一致,4,99,e9c69934367cceef5f7def5f7cf6b9574e1abbecd534dda79b305347b58fc5f9,ebde54b29aef02e4306c4af75de52027574401d6538c4e5dbef239178f4ca6ec
KUAKE-QQR:dev-32126,dev-32126,KUAKE-QQR,后者是前者的语义子集,4,94,0728ea87640c969d0f0e484659d1e69559d9b4e05427f297340ea84b12a76adf,919f247389f892d9c46aa92ae66b64281bf6b6f656db216aa14b07a2b38e80b4
KUAKE-QQR:dev-32411,dev-32411,KUAKE-QQR,后者是前者的语义父集,4,101,3be940daf8b557c7bb91527af673542483aacd4e607680520b8325375b77ee20,f1925612d25763143641a838bcc3156f8d6cde3eb804452c24432cefb1f38523
KUAKE-QQR:dev-32460,dev-32460,KUAKE-QQR,后者是前者的语义子集,4,102,fcede063f234249c5217898b55eff2a3ad1136a412a19634d5d93ec4e6596d10,8e18be11ab1aee3a66a83328c19224ee18102c65c748225a9d786ea69d6e10a2
KUAKE-QQR:dev-32726,dev-32726,KUAKE-QQR,后者是前者的语义子集,4,90,ba0efab737b5aae0e9a9d2773729a6b8aaf5b43f88e57ba1694c889252c4d628,4e29d1062d15d992fe5cb44890d34e2d50543c52e408a6ddb016d19ee801ffac
KUAKE-QQR:dev-32747,dev-32747,KUAKE-QQR,语义无直接关联,4,99,102c0c477721eb311075bd57902c8d7bb8a494fda15e76feaeb60353fd1fb186,632c9bc41ab72614199050bbcd9a5fb2174c679ae2d38e6525c533260030975c
KUAKE-QQR:dev-32780,dev-32780,KUAKE-QQR,后者是前者的语义父集,4,94,0ec5e8a9e7e4445f14ae756e236e5096ef66a666a5816775ea6dedd7616ee253,abb7ed9180cf0d020c4296263584e74f2622e682b44ed59a67cd4f1187d88ace
KUAKE-QQR:dev-32877,dev-32877,KUAKE-QQR,语义无直接关联,4,79,c07a52a31c9e9c4b0b367a350df0ada5d51ad86b045d02cb3c7df6f8fa6ff210,73bb938bd074e1792b4c2fcef70db9f51c41fd69a2f9b2c9bc4d492a0b235823
KUAKE-QQR:dev-32885,dev-32885,KUAKE-QQR,语义无直接关联,4,98,22f25c9c21e6a188a963677cb4f030d202a8f2f532bbec12915e33f4b0e0f58a,9e0a057a27ae344cd6d5c77b344f9c15cc990ad12ed168debaf3f333f7d2e173
KUAKE-QQR:dev-32989,dev-32989,KUAKE-QQR,后者是前者的语义子集,4,93,47159fa545194154dcc775d8c1a53351893af758cb29f14007a30c647e400a75,ba946b5e298f7606aae033fb915e5048ac6181d7f93c96def874bc19d47f6e39
KUAKE-QQR:dev-33074,dev-33074,KUAKE-QQR,完全一致,4,92,bd3636c85b8f6ffaf68404ec156d73c47745a7a89a4d83886e6cebe2d915c663,78ab0316172a0780ea8a28f6a8827ee90ef7f33411c6e1cd56fa30c97602ac33
KUAKE-QQR:dev-33166,dev-33166,KUAKE-QQR,后者是前者的语义子集,4,91,50ab74ac1a35ea13d5e6a625d94d44fa7c53b5045a88f7db2dc64689fdd02ecb,cae6996d4277adc8ac8edd33bf40f276562a249ab85b829851611bb8a34d6102
KUAKE-QQR:dev-33181,dev-33181,KUAKE-QQR,后者是前者的语义子集,4,86,aa1af491fab60d93a57cc024e1d8c41e03db6af67937943361fffdf6c26a2afc,c3d97d274aeaa87c6297bcedd3ad743d914174a030c15a0fad553b73b3590ab4
KUAKE-QQR:dev-33239,dev-33239,KUAKE-QQR,完全一致,4,107,da083c8d17ce131c4da98f73a3981fd9319a9e96554689cc2ff6991477099c17,c0f75e14419c7e11ad0e95bdbff315f9b88ad6c3d30ae2723e8287e3856208c4
KUAKE-QQR:dev-33256,dev-33256,KUAKE-QQR,后者是前者的语义子集,4,87,4e12a0f797ffa9a9ef55f1a4a3ac9dba5de8d7d9f206639d3cfc601fa8497826,4b02e6ebf7a760f1ae1b8518a7cb0149310d9cc0f493aeed26f2d66052961716
KUAKE-QQR:dev-33273,dev-33273,KUAKE-QQR,后者是前者的语义子集,4,83,b081ac70fb3ae007fac70a071f4513c770300c9431a21c5003c421fe15f9fd9d,afa91a495bedd72790e8503b7d217faf0b723bac14458afb55fe074e4159a540
KUAKE-QQR:dev-33288,dev-33288,KUAKE-QQR,后者是前者的语义子集,4,75,3a4c2a4488483bb5de8b1047d52ed1bb2a443d05fa10cfc61eec49a868b89325,2f1394040457dafc367f6823c4d256124e14fe6601083d3b2ede3e3aa22ba46a
KUAKE-QQR:dev-33354,dev-33354,KUAKE-QQR,后者是前者的语义子集,4,79,95dd37674ee2793fa2e1ce7b7b4099d5dcb8cd5f0a73584d7951b6d34061ef81,41fae5024b45a96daf7125667d1b001f02f824a249fb7c05a415ca576868c404
KUAKE-QQR:dev-33439,dev-33439,KUAKE-QQR,后者是前者的语义子集,4,81,f90514c78de87832bad6180f960832bbb962a2508cf16f403b5bcd3c2a5b54a9,7e4368e6486e9923cc2fbe10372df1744a760c910a9dd16a44938426e1adb3e1
KUAKE-QQR:dev-33750,dev-33750,KUAKE-QQR,完全一致,4,86,05e70bd1d352f8bf127dea902683e5ae233755db893b24cf7c447f01e233ed19,d1f159234d019ac028f8912a980b388f7985f07aa0f8d521cf885e4e62c1827f
KUAKE-QQR:dev-33813,dev-33813,KUAKE-QQR,完全一致,4,77,b750b0d8b6a5ec18073267e6efba14c57b6849b648fa98157979da074a9ce410,305488f51a002bc44b22b606a97c215fee00dac9b1a046781c7afb7f40ec0a20
KUAKE-QQR:dev-33905,dev-33905,KUAKE-QQR,完全一致,4,82,25371f591f0c00e17f764c6bae9f8ae71616f29402e343fdf8fe7a6d9385da6c,c1c59bc9bcc03f2c937d3c69935c4f386c48d6c1ce149b66150ce2ed5709e4d8
KUAKE-QQR:dev-34112,dev-34112,KUAKE-QQR,完全一致,4,96,5b12703341d7749e3f5b54e76bafc3243c365ac3903e1cdcf12d590f9100b10b,cbff7fc77d31e360a4de3ec3b83b4831418148c1e26c98629b7ce133a1deb68a
KUAKE-QQR:dev-34140,dev-34140,KUAKE-QQR,完全一致,4,99,1860ffe4e215efb1fab944324600308546cf94eccdbdfb3b77909a5819c320da,36bdd99f46bb3c7c0ea02024c2f3aa94adfa507a72aa131d1c6aa8ba2f50458a
KUAKE-QQR:dev-34662,dev-34662,KUAKE-QQR,后者是前者的语义子集,4,84,44db3dafe69633e796c106fc2e0633aeca524f66980785edb8becb738ad87680,102708d17f0761bd1aafab85560ed4a430c7a9f1522ab17d1dd650270c1b3e01
KUAKE-QQR:dev-34741,dev-34741,KUAKE-QQR,完全一致,4,84,381f2430445c392f46cbd32842c2af88af4011c910543b001adf267d3cf4c904,f59f72d0db3b10e74baef6242aba86b3e6113816865349a000329d013f38e23c
KUAKE-QQR:dev-3480,dev-3480,KUAKE-QQR,语义无直接关联,4,73,66308333d080880273761c7702764950212ded5c5ea1f4c1c1103fbf519386c1,14e15bc122191056554c0ebd36175d7d32d94c0e4ce9be77d9ee5d24b7ed42b6
KUAKE-QQR:dev-34802,dev-34802,KUAKE-QQR,后者是前者的语义父集,4,95,4ec1a76edb2ef16055546b84596a82279bc1ea60e8fecd3ab9ba0a02c945a19f,4006f7cf14ba0b0e173489335f6367be355168862960c4b5392d80a9ebf77f48
KUAKE-QQR:dev-34878,dev-34878,KUAKE-QQR,后者是前者的语义子集,4,83,60fb11c09c6649719a9d4080b2197bf0763cf29937087227274dc60708f95b80,7c1ee074d750c4b13448909ed10072b314ea4e0ce6da05dca2275daa71159d2a
KUAKE-QQR:dev-34914,dev-34914,KUAKE-QQR,完全一致,4,78,1753938ddfa3efc412428bd81ea6da96ab9bb55092249927df74f8baf8edd5f2,e11d790617aec1aee358e1035b94e70371746edb39deb3b7b44465bdf885610c
KUAKE-QQR:dev-35025,dev-35025,KUAKE-QQR,完全一致,4,80,deacce0e0f89de978251f4ebfaec198b15cbcf795a1eec84147393ef98b315ff,55bc9cae8f0ba434a150bec207f21538e55bcf5aa53daaa297e10e758b2da82b
